Suggested Negative,Triggered Keyword,Campaign,Ad Group,How It Matched,Impressions,Clicks,Cost,CPC,Keyword Regs,Reason
bulk shirts for printing,"""shirts distributors""",AU_Generic_P-V_Apparel,Tops_Distributors_Phrase,Phrase match (close variant),4,2,8.2,4.1,0,Close variant leakage on zero-reg keyword
amazon australia business account,[au amazon business prime],AU_Brand_Exact,Prime_Exact,Exact match (close variant),8,3,8.18,2.73,0,Close variant leakage on zero-reg keyword
best business laptop australia,"""laptops for business""",AU_Generic_P-V_Electronics,Computers_Phrase,Phrase match (close variant),20,2,8.18,4.09,0,Close variant leakage on zero-reg keyword
bulk baby wipes,"""bulk baby accessories""",AU_Generic_P-V_Apparel,Accessories Baby_Bulk_Phrase,Phrase match (close variant),8,2,8.14,4.07,0,Close variant leakage on zero-reg keyword
home decor wholesale suppliers,"""wholesale products""",AU_Generic,Wholesales_Products_Phrase,Phrase match (close variant),3,2,8.14,4.07,0,Close variant leakage on zero-reg keyword
buy bulk t shirts,"""shirts distributors""",AU_Generic_P-V_Apparel,Tops_Distributors_Phrase,Phrase match (close variant),5,2,8.07,4.04,0,Close variant leakage on zero-reg keyword
epsom salt buy bulk,"""bulk products""",AU_Generic,Bulk_Products_Phrase,Phrase match (close variant),1,2,8.06,4.03,0,Close variant leakage on zero-reg keyword
cleaning products wholesale,[bulk cleaning],AU_Generic_P-V_Janitorial,Products_Bulk_Exact,Exact match (close variant),8,2,8.02,4.01,0,Close variant leakage on zero-reg keyword
wholesale t shirts,"""t-shirts suppliers""",AU_Generic_P-V_Apparel,Tops_Suppliers_Phrase,Phrase match (close variant),17,2,8.01,4.01,0,Close variant leakage on zero-reg keyword
shine degreaser,"""cleaning buy""",AU_Generic_P-V_Janitorial,Purchasing_Phrase,Phrase match (close variant),2,2,8.01,4.01,0,Close variant leakage on zero-reg keyword
wholesale bulk dog food australia,"""bulk pet supplies""",AU_Generic_P-V_Shops,Bulk_Pet Shop_Phrase,Phrase match (close variant),25,2,8.0,4.0,0,Close variant leakage on zero-reg keyword
wedding plates bulk,"""bulk plates""",AU_Generic_P-V_Food,Plates_Bulk_Phrase,Phrase match,2,2,8.0,4.0,0,Review — low relevance signal
nike socks bulk cheap,"""socks distributors""",AU_Generic_P-V_Apparel,Hosiery & Socks_Distributors_Phrase,Phrase match (close variant),2,2,8.0,4.0,0,Close variant leakage on zero-reg keyword
reinol hand cleaner,"""cleaning products""",AU_Generic_P-V_Janitorial,Products_Phrase,Phrase match (close variant),14,2,7.98,3.99,0,Close variant leakage on zero-reg keyword
industrial scale,"""industrial equipment""",AU_Generic_P-V_Industry,Products_Phrase,Phrase match (close variant),2,2,7.97,3.99,0,Close variant leakage on zero-reg keyword
market stall display stands australia,"""store fittings""",AU_Generic_P-V_Shops,Furniture_Phrase,Phrase match (close variant),12,2,7.96,3.98,0,Close variant leakage on zero-reg keyword
cleaning suppliers near me,"""buy janitorial""",AU_Generic_P-V_Janitorial,Purchasing_Phrase,Phrase match (close variant),6,2,7.95,3.98,0,Close variant leakage on zero-reg keyword
wholesale drinks sydney,"""drinks wholesalers""",AU_Generic_P-V_Food,Food_Wholesalers_Phrase,Phrase match,4,2,7.95,3.98,0,Review — low relevance signal
ultra swab floor cleaner,"""cleaning products""",AU_Generic_P-V_Janitorial,Products_Phrase,Phrase match (close variant),3,2,7.94,3.97,0,Close variant leakage on zero-reg keyword
release all surface cleaner,"""cleaning products""",AU_Generic_P-V_Janitorial,Products_Phrase,Phrase match (close variant),3,2,7.93,3.97,0,Close variant leakage on zero-reg keyword
bulk dried beans australia,"""products in large quantities""",AU_Generic,Bulk_Products_Phrase,Phrase match (close variant),4,2,7.92,3.96,0,Close variant leakage on zero-reg keyword
wholesale printing paper suppliers near me,"""paper wholesale""",AU_Generic_P-V_Office,Paper_Wholesale_Phrase,Phrase match,2,2,7.9,3.95,0,Review — low relevance signal
buy cleaning chemicals,"""buy janitorial""",AU_Generic_P-V_Janitorial,Purchasing_Phrase,Phrase match (close variant),3,2,7.9,3.95,0,Close variant leakage on zero-reg keyword
blank fishing shirts wholesale,"""wholesale casual""",AU_Generic_P-V_Apparel,Dresses_Wholesales_Phrase,Phrase match (close variant),3,2,7.88,3.94,0,Close variant leakage on zero-reg keyword
hprt printer,"""office electronics""",AU_Generic_P-V_Office,Office_Phrase,Phrase match (close variant),17,3,7.84,2.61,0,Close variant leakage on zero-reg keyword
bac water in bulk,"""bulk products""",AU_Generic,Bulk_Products_Phrase,Phrase match (close variant),2,2,7.83,3.92,0,Close variant leakage on zero-reg keyword
jewellery packaging boxes wholesale,"""bulk packaging""",AU_Generic,Bulk_Products_Phrase,Phrase match (close variant),2,2,7.82,3.91,0,Close variant leakage on zero-reg keyword
merkandi australia,"""bulk goods""",AU_Generic,Bulk_Products_Phrase,Phrase match (close variant),12,2,7.8,3.9,0,Close variant leakage on zero-reg keyword
office supplies near me,"""office supplies""",AU_Generic_P-V_Office,Office_Phrase,Phrase match,16,2,7.8,3.9,0,Review — low relevance signal
bulk t shirts under $1 australia,"""shirts distributors""",AU_Generic_P-V_Apparel,Tops_Distributors_Phrase,Phrase match (close variant),8,3,7.8,2.6,0,Close variant leakage on zero-reg keyword
monster wholesale,"""beverages wholesale""",AU_Generic_P-V_Food,Wholesales_Food_Phrase,Phrase match (close variant),6,2,7.79,3.9,0,Close variant leakage on zero-reg keyword
wholesale chocolates,[chocolate wholesalers],AU_Generic_P-V_Food,Food_Wholesalers_Exact,Exact match (close variant),6,2,7.79,3.9,0,Close variant leakage on zero-reg keyword
wholesale tops,"""wholesale casual""",AU_Generic_P-V_Apparel,Dresses_Wholesales_Phrase,Phrase match (close variant),2,2,7.78,3.89,0,Close variant leakage on zero-reg keyword
wholesale tea towels australia,"""wholesale products""",AU_Generic,Wholesales_Products_Phrase,Phrase match (close variant),3,2,7.75,3.88,0,Close variant leakage on zero-reg keyword
frozen churros supplier,"""wholesale foodstuffs""",AU_Generic_P-V_Food,Wholesales_Food_Phrase,Phrase match (close variant),2,2,7.73,3.87,0,Close variant leakage on zero-reg keyword
cheap bulk t shirts,"""t-shirts distributors""",AU_Generic_P-V_Apparel,Tops_Distributors_Phrase,Phrase match (close variant),1,2,7.72,3.86,0,Close variant leakage on zero-reg keyword
bulk food online australia,"""buy bulk""",AU_Generic,Bulk_Buy_Phrase,Phrase match (close variant),7,2,7.72,3.86,0,Close variant leakage on zero-reg keyword
business cards printing,[business cards online],AU_Generic_P-V_Office,Office-Supplies_Exact,Exact match (close variant),15,2,7.71,3.86,0,Close variant leakage on zero-reg keyword
bulk easter eggs melbourne,"""bulk easter sweets""",AU_Generic_P-V_Food,Sweets_Bulk_Phrase,Phrase match (close variant),6,2,7.71,3.86,0,Close variant leakage on zero-reg keyword
desk whiteboard,"""desk equipment""",AU_Generic_P-V_Office,Products_Phrase,Phrase match (close variant),15,2,7.69,3.85,0,Close variant leakage on zero-reg keyword
bulk buy groceries australia,"""bulk goods""",AU_Generic,Bulk_Products_Phrase,Phrase match (close variant),4,2,7.69,3.85,0,Close variant leakage on zero-reg keyword
bulk tote bags australia,"""bags distributors""",AU_Generic_P-V_Apparel,Accessories_Distributors_Phrase,Phrase match (close variant),4,2,7.68,3.84,0,Close variant leakage on zero-reg keyword
online stationery stores,"""order stationery""",AU_Generic_P-V_Office,Stationery_Phrase,Exact match (close variant),2,2,7.67,3.84,0,Close variant leakage on zero-reg keyword
sprayway glass cleaner australia,"""cleaning products""",AU_Generic_P-V_Janitorial,Products_Phrase,Phrase match (close variant),7,2,7.61,3.81,0,Close variant leakage on zero-reg keyword
amazon bulk buy,"""bulk distributor""",AU_Generic,Bulk_Distributors_Phrase,Phrase match (close variant),7,2,7.6,3.8,0,Close variant leakage on zero-reg keyword
commercial kitchen equipment,"""hospitality equipment""",AU_Generic_P-V_Hospitality,Hospitality_Phrase,Phrase match (close variant),8,2,7.59,3.8,0,Close variant leakage on zero-reg keyword
jewelry wholesale supplies,"""wholesale products""",AU_Generic,Wholesales_Products_Phrase,Phrase match (close variant),3,2,7.57,3.79,0,Close variant leakage on zero-reg keyword
plain white t shirts bulk,"""shirts distributors""",AU_Generic_P-V_Apparel,Tops_Distributors_Phrase,Phrase match (close variant),7,2,7.56,3.78,0,Close variant leakage on zero-reg keyword
small business printers,"""office supplies""",AU_Generic_P-V_Office,Office_Phrase,Phrase match (close variant),2,2,7.55,3.78,0,Close variant leakage on zero-reg keyword
bulk crepe paper rolls,"""bulk products""",AU_Generic,Bulk_Products_Phrase,Phrase match (close variant),1,2,7.54,3.77,0,Close variant leakage on zero-reg keyword
commercial cleaning chemicals,"""buy janitorial""",AU_Generic_P-V_Janitorial,Purchasing_Phrase,Phrase match (close variant),3,2,7.54,3.77,0,Close variant leakage on zero-reg keyword
easter eggs in bulk,[easter egg bulk buy],AU_Generic_P-V_Food,Sweets_Bulk_Exact,Exact match (close variant),3,2,7.53,3.77,0,Close variant leakage on zero-reg keyword
catering containers,[commercial take out containers],AU_Generic_P-V_Food,Kitchen Tools_Exact,Exact match (close variant),10,3,7.52,2.51,0,Close variant leakage on zero-reg keyword
buy bulk nuts online,"""bulk products""",AU_Generic,Bulk_Products_Phrase,Phrase match (close variant),1,2,7.52,3.76,0,Close variant leakage on zero-reg keyword
bulk buy groceries australia,"""bulk products""",AU_Generic,Bulk_Products_Phrase,Phrase match (close variant),11,2,7.5,3.75,0,Close variant leakage on zero-reg keyword
bulk chocolate chips,"""bulk chocolate""",AU_Generic_P-V_Food,Food_Bulk_Phrase,Phrase match,16,2,7.49,3.75,0,Review — low relevance signal
login amazon business,[amazon business prime login],AU_Brand_Exact,Prime_Exact,Exact match (close variant),10,4,7.48,1.87,0,Close variant leakage on zero-reg keyword
wholesale cotton t shirts,"""t-shirts suppliers""",AU_Generic_P-V_Apparel,Tops_Suppliers_Phrase,Phrase match (close variant),5,2,7.47,3.74,0,Close variant leakage on zero-reg keyword
creatine wholesale suppliers,"""wholesale products""",AU_Generic,Wholesales_Products_Phrase,Phrase match (close variant),2,2,7.46,3.73,0,Close variant leakage on zero-reg keyword
bulk buy food australia,"""buy bulk""",AU_Generic,Bulk_Buy_Phrase,Phrase match,7,2,7.44,3.72,0,Review — low relevance signal
honest to goodness wholesale,"""bulk products""",AU_Generic,Bulk_Products_Phrase,Phrase match (close variant),9,2,7.44,3.72,0,Close variant leakage on zero-reg keyword
file cabinet,"""office furniture""",AU_Generic_P-V_Office,Furniture_Phrase,Phrase match (close variant),7,2,7.42,3.71,0,Close variant leakage on zero-reg keyword
mini dessert cups wholesale,"""wholesale cups""",AU_Generic_P-V_Food,Kitchen Tools_Wholesale_Phrase,Phrase match,1,2,7.4,3.7,0,Review — low relevance signal
cleaning supplies for cleaning company,"""cleaning products""",AU_Generic_P-V_Janitorial,Products_Phrase,Phrase match (close variant),4,2,7.36,3.68,0,Close variant leakage on zero-reg keyword
italian linen fabric wholesale,"""wholesale fabrics""",AU_Generic_P-V_Materials,Wholesales_Textiles_Phrase,Phrase match,1,2,7.35,3.68,0,Review — low relevance signal
bulk bread flour,"""bulk flours""",AU_Generic_P-V_Food,Food_Bulk_Phrase,Phrase match,7,2,7.33,3.67,0,Review — low relevance signal
amazon bulk,"""bulk products""",AU_Generic,Bulk_Products_Phrase,Phrase match (close variant),5,2,7.32,3.66,0,Close variant leakage on zero-reg keyword
needoh wholesale,"""toy suppliers""",AU_Generic_P-V_Shops,Toys Shop_Suppliers_Phrase,Phrase match (close variant),3,2,7.28,3.64,0,Close variant leakage on zero-reg keyword
filing cabinets,"""office supplies""",AU_Generic_P-V_Office,Office_Phrase,Phrase match (close variant),16,2,7.27,3.64,0,Close variant leakage on zero-reg keyword
bulk disposable coffee cups,"""bulk disposable tableware""",AU_Generic_P-V_Food,Cultlery_Bulk_Phrase,Phrase match (close variant),3,2,7.26,3.63,0,Close variant leakage on zero-reg keyword
amazon business prime login,[amazon business prime login],AU_Brand_Exact,Prime_Exact,Exact match,14,6,7.25,1.21,0,"Multiple clicks, zero-reg keyword"
buy bulk toilet paper,[bulk toilet tissue],AU_Generic_P-V_Janitorial,Paper_Bulk_Exact,Exact match (close variant),1,2,7.24,3.62,0,Close variant leakage on zero-reg keyword
buy bulk toilet paper,[bulk toilet tissue],AU_Generic_P-V_Janitorial,Paper_Bulk_Exact,Exact match (close variant),1,2,7.24,3.62,0,Close variant leakage on zero-reg keyword
bulk buying groceries,"""bulk products""",AU_Generic,Bulk_Products_Phrase,Phrase match (close variant),8,2,7.23,3.62,0,Close variant leakage on zero-reg keyword
tamagotchi wholesale,"""wholesalers toys""",AU_Generic_P-V_Shops,Toys Shop_Wholesale_Phrase,Phrase match (close variant),2,2,7.22,3.61,0,Close variant leakage on zero-reg keyword
cafe supplies near me,"""buy commercial equipment""",AU_Generic,Commercial Customers_Products_Phrase,Phrase match (close variant),2,2,7.21,3.61,0,Close variant leakage on zero-reg keyword
terracotta pots wholesale,"""pots wholesalers""",AU_Generic_P-V_Food,Cookware_Wholesalers_Phrase,Phrase match,2,2,7.16,3.58,0,Review — low relevance signal
viraclean disinfectant,"""cleaning buy""",AU_Generic_P-V_Janitorial,Purchasing_Phrase,Phrase match (close variant),6,2,7.13,3.57,0,Close variant leakage on zero-reg keyword
wholesale chocolate bars,"""bulk chocolate""",AU_Generic_P-V_Food,Food_Bulk_Phrase,Phrase match (close variant),5,2,7.08,3.54,0,Close variant leakage on zero-reg keyword
wholesale food,"""buy bulk""",AU_Generic,Bulk_Buy_Phrase,Phrase match (close variant),1,2,7.08,3.54,0,Close variant leakage on zero-reg keyword
cake box bulk,[wholesale cake boxes],AU_Generic_P-V_Food,Kitchen Tools_Wholesale_Exact,Exact match (close variant),4,3,7.07,2.36,0,Close variant leakage on zero-reg keyword
wholesale baskets australia,"""wholesale products""",AU_Generic,Wholesales_Products_Phrase,Phrase match (close variant),3,2,7.07,3.54,0,Close variant leakage on zero-reg keyword
plastic shopping bags bulk,"""bags distributors""",AU_Generic_P-V_Apparel,Accessories_Distributors_Phrase,Phrase match (close variant),3,2,7.06,3.53,0,Close variant leakage on zero-reg keyword
janitor jv500,"""professional vacuums""",AU_Generic_P-V_Janitorial,Floor-Care_Phrase,Phrase match (close variant),1,2,7.06,3.53,0,Close variant leakage on zero-reg keyword
a4 paper bulk,"""bulk paper products""",AU_Generic_P-V_Janitorial,Paper_Bulk,Phrase match (close variant),12,2,7.05,3.53,0,Close variant leakage on zero-reg keyword
bulk travel size toiletries,"""bulk products""",AU_Generic,Bulk_Products_Phrase,Phrase match (close variant),2,2,7.05,3.53,0,Close variant leakage on zero-reg keyword
a4 paper bulk,"""bulk paper products""",AU_Generic_P-V_Janitorial,Paper_Bulk,Phrase match (close variant),12,2,7.05,3.53,0,Close variant leakage on zero-reg keyword
business card design for nail salon,"""business cards online""",AU_Generic_P-V_Office,Office-Supplies_Phrase,Phrase match (close variant),1,2,7.02,3.51,0,Close variant leakage on zero-reg keyword
custom plastic bags australia,"""bags distributors""",AU_Generic_P-V_Apparel,Accessories_Distributors_Phrase,Phrase match (close variant),2,2,7.0,3.5,0,Close variant leakage on zero-reg keyword
bulk cutlery for sale,[bulk cutlery sets],AU_Generic_P-V_Food,Cultlery_Bulk_Exact,Exact match (close variant),5,2,7.0,3.5,0,Close variant leakage on zero-reg keyword
wholesale books for retailers australia,"""book wholesales""",AU_Generic_P-V_Shops,Books Shop_Wholesales_Phrase,Phrase match (close variant),1,2,7.0,3.5,0,Close variant leakage on zero-reg keyword
up & go bulk buy,"""bulk products""",AU_Generic,Bulk_Products_Phrase,Phrase match (close variant),4,2,6.99,3.5,0,Close variant leakage on zero-reg keyword
amazon bulk buy,"""products in large quantities""",AU_Generic,Bulk_Products_Phrase,Phrase match (close variant),5,2,6.99,3.5,0,Close variant leakage on zero-reg keyword
wholesale cosmetic packaging australia,"""bulk packaging""",AU_Generic,Bulk_Products_Phrase,Phrase match (close variant),3,2,6.94,3.47,0,Close variant leakage on zero-reg keyword
buy wholesale from china,"""bulk products""",AU_Generic,Bulk_Products_Phrase,Phrase match (close variant),4,2,6.94,3.47,0,Close variant leakage on zero-reg keyword
bulk hats wholesale,[wholesale headwear],AU_Generic_P-V_Apparel,Accessories_Wholesales_Exact,Exact match (close variant),5,2,6.92,3.46,0,Close variant leakage on zero-reg keyword
book wholesalers for retailers,[book wholesalers],AU_Generic_P-V_Shops,Wholesalers_Books Shop,Exact match (close variant),4,2,6.91,3.46,0,Close variant leakage on zero-reg keyword
wholesale books australia,"""book distributors""",AU_Generic_P-V_Shops,Book Shop_Distributors_Phrase,Phrase match (close variant),9,2,6.89,3.45,0,Close variant leakage on zero-reg keyword
bulk cayenne pepper australia,"""bulk products""",AU_Generic,Bulk_Products_Phrase,Phrase match (close variant),2,2,6.88,3.44,0,Close variant leakage on zero-reg keyword
singlet bags wholesale,"""wholesale bags""",AU_Generic_P-V_Apparel,Accessories_Wholesales_Phrase,Phrase match,2,2,6.88,3.44,0,Review — low relevance signal
officeworks sydney,"""office supplies""",AU_Generic_P-V_Office,Office_Phrase,Phrase match (close variant),24,2,6.88,3.44,0,Close variant leakage on zero-reg keyword
tshirt wholesale,"""t-shirts suppliers""",AU_Generic_P-V_Apparel,Tops_Suppliers_Phrase,Exact match (close variant),5,2,6.86,3.43,0,Close variant leakage on zero-reg keyword
perfume bulk wholesale,"""wholesale products""",AU_Generic,Wholesales_Products_Phrase,Phrase match (close variant),3,2,6.84,3.42,0,Close variant leakage on zero-reg keyword
food dye bulk,"""bulk products""",AU_Generic,Bulk_Products_Phrase,Phrase match (close variant),1,2,6.84,3.42,0,Close variant leakage on zero-reg keyword
office chair delivery,"""office furniture""",AU_Generic_P-V_Office,Furniture_Phrase,Phrase match (close variant),2,2,6.82,3.41,0,Close variant leakage on zero-reg keyword
wholesale caps,[wholesale headwear],AU_Generic_P-V_Apparel,Accessories_Wholesales_Exact,Exact match (close variant),3,2,6.82,3.41,0,Close variant leakage on zero-reg keyword
wholesale stationery suppliers australia,"""order stationery""",AU_Generic_P-V_Office,Stationery_Phrase,Phrase match (close variant),6,2,6.79,3.4,0,Close variant leakage on zero-reg keyword
gastronorm trays,"""equipment hospitality""",AU_Generic_P-V_Hospitality,Hospitality_Phrase,Phrase match (close variant),1,2,6.78,3.39,0,Close variant leakage on zero-reg keyword
bulk t shirt printing,"""shirts distributors""",AU_Generic_P-V_Apparel,Tops_Distributors_Phrase,Phrase match (close variant),6,2,6.75,3.38,0,Close variant leakage on zero-reg keyword
buy chocolate in bulk,[chocolate wholesalers],AU_Generic_P-V_Food,Food_Wholesalers_Exact,Exact match (close variant),6,2,6.74,3.37,0,Close variant leakage on zero-reg keyword
modular office desks,"""store furniture""",AU_Generic_P-V_Shops,Furniture_Phrase,Phrase match (close variant),1,2,6.72,3.36,0,Close variant leakage on zero-reg keyword
business amazon login,[amazon business prime login],AU_Brand_Exact,Prime_Exact,Exact match (close variant),10,4,6.71,1.68,0,Close variant leakage on zero-reg keyword
industrial cutting machine,"""industrial equipment""",AU_Generic_P-V_Industry,Products_Phrase,Phrase match (close variant),7,3,6.69,2.23,0,Close variant leakage on zero-reg keyword
wholesale candle wick,"""wholesale products""",AU_Generic,Wholesales_Products_Phrase,Phrase match (close variant),1,2,6.67,3.34,0,Close variant leakage on zero-reg keyword
buy office chair,"""office furniture""",AU_Generic_P-V_Office,Furniture_Phrase,Phrase match (close variant),3,2,6.64,3.32,0,Close variant leakage on zero-reg keyword
wholesale cutting boards australia,"""bulk chopping boards""",AU_Generic_P-V_Food,Kitchen Tools_Bulk_Phrase,Phrase match (close variant),1,2,6.64,3.32,0,Close variant leakage on zero-reg keyword
a4 paper,"""office supplies""",AU_Generic_P-V_Office,Office_Phrase,Phrase match (close variant),27,2,6.62,3.31,0,Close variant leakage on zero-reg keyword
under desk file cabinets,"""home office products""",AU_Generic_P-V_Office,Home-Office_Phrase,Phrase match (close variant),1,2,6.62,3.31,0,Close variant leakage on zero-reg keyword
dropshipping suppliers,"""wholesale products""",AU_Generic,Wholesales_Products_Phrase,Phrase match (close variant),18,2,6.56,3.28,0,Close variant leakage on zero-reg keyword
amazon commercial login,[amazon business prime login],AU_Brand_Exact,Prime_Exact,Exact match (close variant),4,3,6.54,2.18,0,Close variant leakage on zero-reg keyword
bulk canned foods,"""bulk products""",AU_Generic,Bulk_Products_Phrase,Phrase match (close variant),1,2,6.5,3.25,0,Close variant leakage on zero-reg keyword
baby clothing wholesale,"""wholesale baby clothing sets""",AU_Generic_P-V_Apparel,Swimwear_Wholesales_Phrase_Phrase_Phrase,Exact match (close variant),2,2,6.48,3.24,0,Close variant leakage on zero-reg keyword
coffee machine sale,"""coffee machines sellers""",AU_Generic_P-V_Food,Coffee Machines_Sellers_Phrase,Exact match (close variant),26,2,6.46,3.23,0,Close variant leakage on zero-reg keyword
v energy drink bulk,"""bulk beverages""",AU_Generic_P-V_Food,Food_Bulk_Phrase,Phrase match (close variant),4,2,6.45,3.23,0,Close variant leakage on zero-reg keyword
cuticle oil bulk,"""bulk nail accessories""",AU_Generic_P-V_Beauty,Nail-Care_Bulk_Phrase,Phrase match (close variant),16,2,6.43,3.22,0,Close variant leakage on zero-reg keyword
bulk blank hoodies,"""clothing bulk""",AU_Generic_P-V_Shops,Clothing_Bulk_Phrase,Phrase match (close variant),4,2,6.41,3.21,0,Close variant leakage on zero-reg keyword
incontinence products wholesale,"""wholesale products""",AU_Generic,Wholesales_Products_Phrase,Phrase match,1,2,6.38,3.19,0,Review — low relevance signal
business card paper,"""office supplies""",AU_Generic_P-V_Office,Office_Phrase,Phrase match (close variant),5,2,6.36,3.18,0,Close variant leakage on zero-reg keyword
bulk water,[wholesale water],AU_Generic_P-V_Food,Food_Wholesale_Exact,Exact match (close variant),18,2,6.36,3.18,0,Close variant leakage on zero-reg keyword
baby wipes in bulk,"""bulk baby accessories""",AU_Generic_P-V_Apparel,Accessories Baby_Bulk_Phrase,Phrase match (close variant),2,2,6.35,3.18,0,Close variant leakage on zero-reg keyword
commercial coffee cups wholesale,"""wholesale cups""",AU_Generic_P-V_Food,Kitchen Tools_Wholesale_Phrase,Phrase match,2,2,6.35,3.18,0,Review — low relevance signal
custom fishing shirts wholesale,"""shirts distributors""",AU_Generic_P-V_Apparel,Tops_Distributors_Phrase,Phrase match (close variant),8,2,6.34,3.17,0,Close variant leakage on zero-reg keyword
catering plates wholesale,"""bulk serving dishes""",AU_Generic_P-V_Food,Cultlery_Bulk_Phrase,Phrase match (close variant),2,2,6.33,3.17,0,Close variant leakage on zero-reg keyword
commercial carpet cleaning machines australia,"""professional carpet steamers""",AU_Generic_P-V_Janitorial,Floor-Care_Phrase,Phrase match (close variant),10,2,6.32,3.16,0,Close variant leakage on zero-reg keyword
wholesale decoration items,"""bulk goods""",AU_Generic,Bulk_Products_Phrase,Phrase match (close variant),1,2,6.32,3.16,0,Close variant leakage on zero-reg keyword
buy in bulk sites,"""bulk products""",AU_Generic,Bulk_Products_Phrase,Phrase match (close variant),1,2,6.31,3.16,0,Close variant leakage on zero-reg keyword
cleaning trolley,"""buy janitorial""",AU_Generic_P-V_Janitorial,Purchasing_Phrase,Phrase match (close variant),18,2,6.31,3.16,0,Close variant leakage on zero-reg keyword
buy wholesale shoes from china,"""shoes distributors""",AU_Generic_P-V_Apparel,Shoes_Distributors_Phrase,Phrase match (close variant),2,2,6.25,3.13,0,Close variant leakage on zero-reg keyword
coach wholesale,"""bags distributors""",AU_Generic_P-V_Apparel,Accessories_Distributors_Phrase,Phrase match (close variant),2,2,6.23,3.12,0,Close variant leakage on zero-reg keyword
tshirt suppliers,[shirts suppliers],AU_Generic_P-V_Apparel,Tops_Suppliers_Exact,Exact match (close variant),10,2,6.13,3.07,0,Close variant leakage on zero-reg keyword
bulk chocolate chips australia,"""bulk chocolate""",AU_Generic_P-V_Food,Food_Bulk_Phrase,Phrase match,7,2,6.12,3.06,0,Review — low relevance signal
wholesale blank tumblers australia,"""wholesale cups""",AU_Generic_P-V_Food,Kitchen Tools_Wholesale_Phrase,Phrase match (close variant),5,2,6.1,3.05,0,Close variant leakage on zero-reg keyword
wholesale chocolates online,[chocolate wholesalers],AU_Generic_P-V_Food,Food_Wholesalers_Exact,Exact match (close variant),1,2,6.1,3.05,0,Close variant leakage on zero-reg keyword
wholesale food suppliers to the public,[food wholesale market],AU_Generic_P-V_Food,Wholesales_Food_Exact,Exact match (close variant),15,2,6.09,3.05,0,Close variant leakage on zero-reg keyword
catering supplies,"""equipment hospitality""",AU_Generic_P-V_Hospitality,Hospitality_Phrase,Phrase match (close variant),13,2,6.09,3.05,0,Close variant leakage on zero-reg keyword
alfordson office chair,"""office furniture""",AU_Generic_P-V_Office,Furniture_Phrase,Phrase match (close variant),7,3,6.08,2.03,0,Close variant leakage on zero-reg keyword
wholesale gifts australia,"""gift wholesaler""",AU_Generic_P-V_Shops,Wholesalers_Gifts_Phrase,Phrase match,7,2,6.07,3.04,0,Review — low relevance signal
t shirt wholesale australia,"""t-shirts suppliers""",AU_Generic_P-V_Apparel,Tops_Suppliers_Phrase,Phrase match (close variant),9,2,6.04,3.02,0,Close variant leakage on zero-reg keyword
office cabinets with doors,"""office supplies""",AU_Generic_P-V_Office,Office_Phrase,Phrase match (close variant),3,2,6.03,3.02,0,Close variant leakage on zero-reg keyword
shoes in bulk,[shoes in bulk],AU_Generic_P-V_Shops,Clothing_Bulk_Exact,Exact match,2,2,5.98,2.99,0,Review — low relevance signal
computer parts wholesale suppliers australia,"""computer parts distributor""",AU_Generic_P-V_Electronics,Computers_Distributor_Phrase,Phrase match (close variant),3,2,5.96,2.98,0,Close variant leakage on zero-reg keyword
perfume wholesale,[bulk fragrance],AU_Generic_P-V_Beauty,Fragrance_Bulk_Exact,Exact match (close variant),4,2,5.95,2.98,0,Close variant leakage on zero-reg keyword
laundry detergent for vending machines,"""laundry supplies""",AU_Generic_P-V_Janitorial,Industrial-Chemicals_Phrase,Phrase match (close variant),2,2,5.94,2.97,0,Close variant leakage on zero-reg keyword
reception chairs for sale,"""office supplies""",AU_Generic_P-V_Office,Office_Phrase,Phrase match (close variant),1,2,5.94,2.97,0,Close variant leakage on zero-reg keyword
wholesale groceries,[foods wholesalers],AU_Generic_P-V_Food,Food_Wholesalers_Exact,Exact match (close variant),13,2,5.92,2.96,0,Close variant leakage on zero-reg keyword
cleaning supplies canberra,"""cleaning products""",AU_Generic_P-V_Janitorial,Products_Phrase,Phrase match (close variant),6,2,5.91,2.96,0,Close variant leakage on zero-reg keyword
buy bulk amazon,"""bulk for shop""",AU_Generic_P-V_Shops,Bulk_Phrase,Phrase match (close variant),1,2,5.84,2.92,0,Close variant leakage on zero-reg keyword
solubrilho cleaner,"""cleaning products""",AU_Generic_P-V_Janitorial,Products_Phrase,Phrase match (close variant),48,2,5.83,2.92,0,Close variant leakage on zero-reg keyword
wholesale soft drinks,[wholesale soft drinks],AU_Generic_P-V_Food,Drinks_Wholesale_Exact,Exact match,7,3,5.83,1.94,0,Review — low relevance signal
office chairs sale,"""office furniture""",AU_Generic_P-V_Office,Furniture_Phrase,Phrase match (close variant),2,2,5.8,2.9,0,Close variant leakage on zero-reg keyword
wholesale baby products,"""baby accessories distributors""",AU_Generic_P-V_Apparel,Underwear_Bulk_Phrase_Phrase,Phrase match (close variant),7,2,5.8,2.9,0,Close variant leakage on zero-reg keyword
rexel momentum x410 sl,"""office electronics""",AU_Generic_P-V_Office,Office_Phrase,Phrase match (close variant),1,2,5.78,2.89,0,Close variant leakage on zero-reg keyword
tumblers bulk,[bulk tumblers],AU_Generic_P-V_Food,Glassware_Bulk_Exact,Exact match (close variant),3,2,5.75,2.88,0,Close variant leakage on zero-reg keyword
